   5.995551e-01   5.371070e-04   5.366714e-04
   5.964405e-01   5.372043e-04   5.405629e-04
   5.933259e-01   5.373021e-04   5.414561e-04
   5.902114e-01   5.374005e-04   5.369397e-04
   5.870968e-01   5.374994e-04   5.372510e-04
   5.839822e-01   5.375988e-04   5.417049e-04
   5.808676e-01   5.376989e-04   5.361162e-04
   5.777530e-01   5.377995e-04   5.396408e-04
   5.746385e-01   5.379006e-04   5.358221e-04
   5.715239e-01   5.380024e-04   5.372871e-04
   5.684093e-01   5.381047e-04   5.372009e-04
   5.652948e-01   5.382076e-04   5.408377e-04
   5.621802e-01   5.383112e-04   5.373300e-04
   5.590656e-01   5.384153e-04   5.278427e-04
   5.559511e-01   5.385201e-04   5.399759e-04
   5.528365e-01   5.386254e-04   5.434727e-04
   5.497219e-01   5.387314e-04   5.367389e-04
   5.466074e-01   5.388381e-04   5.391960e-04
   5.434928e-01   5.389454e-04   5.434972e-04
   5.403782e-01   5.390533e-04   5.424019e-04
   5.372636e-01   5.391619e-04   5.381320e-04
   5.341490e-01   5.392712e-04   5.369661e-04
   5.310345e-01   5.393811e-04   5.421185e-04
   5.279199e-01   5.394918e-04   5.381000e-04
   5.248053e-01   5.396031e-04   5.425806e-04
   5.216908e-01   5.397151e-04   5.389449e-04
   5.185762e-01   5.398279e-04   5.447818e-04
   5.154616e-01   5.399413e-04   5.393485e-04
   5.123471e-01   5.400555e-04   5.392595e-04
   5.092325e-01   5.401704e-04   5.420998e-04
   5.061179e-01   5.402861e-04   5.384622e-04
   5.030034e-01   5.404025e-04   5.442050e-04
   4.998888e-01   5.405197e-04   5.390917e-04
   4.967742e-01   5.406377e-04   5.385004e-04
   4.936596e-01   5.407565e-04   5.379398e-04
   4.905450e-01   5.408760e-04   5.385419e-04
   4.874305e-01   5.409964e-04   5.395337e-04
   4.843159e-01   5.411175e-04   5.417751e-04
   4.812013e-01   5.412395e-04   5.454468e-04
   4.780868e-01   5.413623e-04   5.406515e-04
   4.749722e-01   5.414860e-04   5.392849e-04
   4.718576e-01   5.416105e-04   5.475112e-04
   4.687431e-01   5.417359e-04   5.392519e-04
   4.656285e-01   5.418621e-04   5.380601e-04
   4.625139e-01   5.419892e-04   5.352892e-04
   4.593994e-01   5.421173e-04   5.463199e-04
   4.562848e-01   5.422462e-04   5.429745e-04
   4.531702e-01   5.423760e-04   5.381697e-04
   4.500556e-01   5.425068e-04   5.423931e-04
   4.469410e-01   5.426385e-04   5.428404e-04
   4.438265e-01   5.427711e-04   5.417197e-04
   4.407119e-01   5.429048e-04   5.401374e-04
   4.375973e-01   5.430393e-04   5.459011e-04
   4.344828e-01   5.431749e-04   5.415876e-04
   4.313682e-01   5.433114e-04   5.471237e-04
   4.282536e-01   5.434490e-04   5.425522e-04
   4.251391e-01   5.435875e-04   5.400119e-04
   4.220245e-01   5.437271e-04   5.455730e-04
   4.189099e-01   5.438678e-04   5.415064e-04
   4.157954e-01   5.440094e-04   5.417775e-04
   4.126807e-01   5.441522e-04   5.456467e-04
   4.095662e-01   5.442960e-04   5.439019e-04
   4.064516e-01   5.444408e-04   5.404765e-04
   4.033370e-01   5.445868e-04   5.478892e-04
   4.002225e-01   5.447339e-04   5.447890e-04
   3.971079e-01   5.448821e-04   5.404998e-04
   3.939933e-01   5.450314e-04   5.407183e-04
   3.908788e-01   5.451818e-04   5.469506e-04
   3.877642e-01   5.453335e-04   5.420337e-04
   3.846496e-01   5.454862e-04   5.404174e-04
   3.815351e-01   5.456402e-04   5.489402e-04
   3.784205e-01   5.457953e-04   5.491690e-04
   3.753059e-01   5.459516e-04   5.369114e-04
   3.721914e-01   5.461091e-04   5.475660e-04
   3.690767e-01   5.462678e-04   5.427314e-04
   3.659622e-01   5.464278e-04   5.470552e-04
   3.628476e-01   5.465890e-04   5.477183e-04
   3.597330e-01   5.467514e-04   5.457144e-04
   3.566185e-01   5.469151e-04   5.426892e-04
   3.535039e-01   5.470800e-04   5.470390e-04
   3.503893e-01   5.472463e-04   5.479687e-04
   3.472748e-01   5.474138e-04   5.503030e-04
   3.441602e-01   5.475826e-04   5.474133e-04
   3.410456e-01   5.477527e-04   5.515313e-04
   3.379311e-01   5.479241e-04   5.509087e-04
   3.348165e-01   5.480968e-04   5.452694e-04
   3.317019e-01   5.482709e-04   5.507265e-04
   3.285873e-01   5.484463e-04   5.466586e-04
   3.254727e-01   5.486230e-04   5.529810e-04
   3.223582e-01   5.488011e-04   5.467153e-04
   3.192436e-01   5.489805e-04   5.541945e-04
   3.161290e-01   5.491613e-04   5.498216e-04
   3.130145e-01   5.493434e-04   5.488879e-04
   3.098999e-01   5.495269e-04   5.458040e-04
   3.067853e-01   5.497118e-04   5.512654e-04
   3.036708e-01   5.498980e-04   5.490397e-04
   3.005562e-01   5.500857e-04   5.476601e-04
   2.974416e-01   5.502746e-04   5.481046e-04
   2.943271e-01   5.504650e-04   5.489786e-04
   2.912125e-01   5.506568e-04   5.492220e-04
   2.880979e-01   5.508499e-04   5.529093e-04
   2.849833e-01   5.510444e-04   5.528919e-04
   2.818687e-01   5.512402e-04   5.515433e-04
   2.787542e-01   5.514374e-04   5.572826e-04
   2.756396e-01   5.516360e-04   5.522183e-04
   2.725250e-01   5.518360e-04   5.519526e-04
   2.694105e-01   5.520373e-04   5.569750e-04
   2.662959e-01   5.522399e-04   5.531005e-04
   2.631813e-01   5.524438e-04   5.571374e-04
   2.600668e-01   5.526491e-04   5.528001e-04
   2.569522e-01   5.528557e-04   5.482057e-04
   2.538376e-01   5.530636e-04   5.554281e-04
   2.507231e-01   5.532727e-04   5.535058e-04
   2.476085e-01   5.534832e-04   5.524935e-04
   2.444939e-01   5.536948e-04   5.605297e-04
   2.413793e-01   5.539077e-04   5.525022e-04
   2.382647e-01   5.541218e-04   5.527564e-04
   2.351502e-01   5.543371e-04   5.496923e-04
   2.320356e-01   5.545535e-04   5.549343e-04
   2.289210e-01   5.547710e-04   5.534250e-04
   2.258065e-01   5.549897e-04   5.541686e-04
   2.226919e-01   5.552094e-04   5.586354e-04
   2.195773e-01   5.554301e-04   5.568405e-04
   2.164628e-01   5.556519e-04   5.566187e-04
   2.133482e-01   5.558746e-04   5.609707e-04
   2.102336e-01   5.560982e-04   5.571052e-04
   2.071191e-01   5.563227e-04   5.526284e-04
   2.040045e-01   5.565480e-04   5.561110e-04
   2.008899e-01   5.567741e-04   5.591640e-04
   1.977753e-01   5.570010e-04   5.580719e-04
   1.946607e-01   5.572285e-04   5.526506e-04
   1.915462e-01   5.574567e-04   5.594491e-04
   1.884316e-01   5.576855e-04   5.592906e-04
   1.853170e-01   5.579147e-04   5.508780e-04
   1.822025e-01   5.581444e-04   5.630353e-04
   1.790879e-01   5.583745e-04   5.637333e-04
   1.759733e-01   5.586049e-04   5.536996e-04
   1.728588e-01   5.588356e-04   5.561692e-04
   1.697442e-01   5.590664e-04   5.595483e-04
   1.666296e-01   5.592973e-04   5.648741e-04
   1.635151e-01   5.595282e-04   5.607358e-04
   1.604004e-01   5.597590e-04   5.626957e-04
   1.572859e-01   5.599897e-04   5.638201e-04
   1.541713e-01   5.602201e-04   5.572100e-04
   1.510567e-01   5.604502e-04   5.595717e-04
   1.479422e-01   5.606798e-04   5.629428e-04
   1.448277e-01   5.609089e-04   5.552537e-04
   1.417130e-01   5.611373e-04   5.621100e-04
   1.385984e-01   5.613650e-04   5.597291e-04
   1.354839e-01   5.615918e-04   5.600830e-04
   1.323692e-01   5.618176e-04   5.602296e-04
   1.292548e-01   5.620423e-04   5.587069e-04
   1.261401e-01   5.622658e-04   5.679379e-04
   1.230256e-01   5.624880e-04   5.572110e-04
   1.199110e-01   5.627087e-04   5.606192e-04
   1.167965e-01   5.629278e-04   5.618403e-04
   1.136818e-01   5.631453e-04   5.642571e-04
   1.105674e-01   5.633608e-04   5.605629e-04
   1.074527e-01   5.635744e-04   5.687409e-04
   1.043382e-01   5.637858e-04   5.639934e-04
   1.012236e-01   5.639950e-04   5.601494e-04
   9.810895e-02   5.642018e-04   5.643633e-04
   9.499446e-02   5.644059e-04   5.623739e-04
   9.187981e-02   5.646074e-04   5.689873e-04
   8.876532e-02   5.648061e-04   5.672532e-04
   8.565068e-02   5.650017e-04   5.666195e-04
   8.253619e-02   5.651942e-04   5.692053e-04
   7.942155e-02   5.653833e-04   5.598869e-04
   7.630706e-02   5.655690e-04   5.673881e-04
   7.319242e-02   5.657511e-04   5.657849e-04
   7.007793e-02   5.659294e-04   5.672235e-04
   6.696328e-02   5.661037e-04   5.648136e-04
   6.384879e-02   5.662740e-04   5.653086e-04
   6.073415e-02   5.664400e-04   5.699725e-04
   5.761966e-02   5.666016e-04   5.632474e-04
   5.450502e-02   5.667586e-04   5.643932e-04
   5.139038e-02   5.669109e-04   5.677477e-04
   4.827589e-02   5.670584e-04   5.732209e-04
   4.516125e-02   5.672008e-04   5.630119e-04
   4.204676e-02   5.673381e-04   5.694796e-04
   3.893212e-02   5.674700e-04   5.683761e-04
   3.581762e-02   5.675965e-04   5.657234e-04
   3.270298e-02   5.677174e-04   5.652662e-04
   2.958849e-02   5.678325e-04   5.691845e-04
   2.647385e-02   5.679418e-04   5.718509e-04
   2.335936e-02   5.680450e-04   5.637984e-04
   2.024472e-02   5.681421e-04   5.660501e-04
   1.713023e-02   5.682329e-04   5.684283e-04
   1.401558e-02   5.683173e-04   5.649775e-04
   1.090094e-02   5.683953e-04   5.694229e-04
   7.786453e-03   5.684666e-04   5.648588e-04
   4.671812e-03   5.685312e-04   5.649953e-04
