# [DATA]
1.000000000000000021e-03	4.279623199999999963e-11	5.504562219544151909e-04
9.918367899999999421e-04	4.234318548305132094e-11	5.450412053956019088e-04
9.836734799999998294e-04	4.202013294387290022e-11	5.540606680151610817e-04
9.755101800000000019e-04	4.177709830558323528e-11	5.482218337984035798e-04
9.673469500000000032e-04	4.145858783143294455e-11	5.562245993676059137e-04
9.591837200000000044e-04	4.096488490341191225e-11	5.504090139467991954e-04
9.510204199999999601e-04	4.056418157082348212e-11	5.496363139616233491e-04
9.428571199999999158e-04	4.018651005074303337e-11	5.490343661573555229e-04
9.346938900000000255e-04	3.996213557309142884e-11	5.507007541118469655e-04
9.265306600000000267e-04	3.967258056452556508e-11	5.580989269503456186e-04
9.183673599999999824e-04	3.929198242272981951e-11	5.468917306620488554e-04
9.102040499999999781e-04	3.882518763497822149e-11	5.490300245156981129e-04
9.020408200000000877e-04	3.855541159085704477e-11	5.566859437243622342e-04
8.938775999999999406e-04	3.830515891325278576e-11	5.578815364558836016e-04
8.857142899999999363e-04	3.815328830996328094e-11	5.569677274807655239e-04
8.775509900000000004e-04	3.772620337682729212e-11	5.501131118272025236e-04
8.693877600000000016e-04	3.726281072182068168e-11	5.556184181277231109e-04
8.612245300000000029e-04	3.699900826074730171e-11	5.525181032380278249e-04
8.530612299999999586e-04	3.670875235417081955e-11	5.554839847093747578e-04
8.448979299999999143e-04	3.633111249901891664e-11	5.548209678031756301e-04
8.367347000000000239e-04	3.580940088348605981e-11	5.494994841784681030e-04
8.285714700000000252e-04	3.545048014759742675e-11	5.562046363812176092e-04
8.204081699999999809e-04	3.518418741800867378e-11	5.525504975667147860e-04
8.122448599999999765e-04	3.490195017080756677e-11	5.597496561322072789e-04
8.040816300000000862e-04	3.454534619058381680e-11	5.508667124975072903e-04
7.959184099999999391e-04	3.414832802082883173e-11	5.463601962748271951e-04
7.877551000000000431e-04	3.374395288233357597e-11	5.525238558241255113e-04
7.795917999999999988e-04	3.343895339253422297e-11	5.505574116033339028e-04
7.714285700000000001e-04	3.315213683505668571e-11	5.540940186187681867e-04
7.632653400000000013e-04	3.290194281997537242e-11	5.548546826633367996e-04
7.551020399999999570e-04	3.258388760599047495e-11	5.535998580472613860e-04
7.469387399999999127e-04	3.217856096557165272e-11	5.592972562377256400e-04
7.387755100000000224e-04	3.178311288539319513e-11	5.471563213350843320e-04
7.306122800000000236e-04	3.151992829579293880e-11	5.543583262137315041e-04
7.224489700000000193e-04	3.122528077406800540e-11	5.539762869079573222e-04
7.142856699999999750e-04	3.085141843960566633e-11	5.537916286163114404e-04
7.061224400000000847e-04	3.048144900689547832e-11	5.547552016335772227e-04
6.979592099999999775e-04	3.007938543528778514e-11	5.540964443124398288e-04
6.897959100000000416e-04	2.972728353159759756e-11	5.449362931618725869e-04
6.816326099999999973e-04	2.940568526922511265e-11	5.469435890386174001e-04
6.734693799999999985e-04	2.905398450831647906e-11	5.479335568355053450e-04
6.653061499999999998e-04	2.867096439242888427e-11	5.547986291652366297e-04
6.571428499999999555e-04	2.838000871734893883e-11	5.570564611162129223e-04
6.489795399999999511e-04	2.805952767399665977e-11	5.604860242981232060e-04
6.408163200000000208e-04	2.770889170006326039e-11	5.582804367551203253e-04
6.326530900000000221e-04	2.736061627220693183e-11	5.505935671702071130e-04
6.244897800000000177e-04	2.703176600671504348e-11	5.509521072565168797e-04
6.163265200000000305e-04	2.668590274798077012e-11	5.466696002024293765e-04
6.081632499999999747e-04	2.635707874538519036e-11	5.634754113033563043e-04
5.999999899999999874e-04	2.606646385970584911e-11	5.635757198935578216e-04
5.982832600000000632e-04	2.594350358756472196e-11	5.574089190316961363e-04
5.965664999999999336e-04	2.589616565603583739e-11	5.555315139933777579e-04
5.948497700000000095e-04	2.574926336660106051e-11	5.521969528409609957e-04
5.931330499999999369e-04	2.567447884717819856e-11	5.503555378939171093e-04
5.914162800000000641e-04	2.568045092273741528e-11	5.590866371390872374e-04
5.896995599999999916e-04	2.560430298748823405e-11	5.546454243045054709e-04
5.879828299999999590e-04	2.562385224091482673e-11	5.511587141728512256e-04
5.862660699999999378e-04	2.555463572678865025e-11	5.569062818569369029e-04
5.845493499999999737e-04	2.550665788057997126e-11	5.588175943191806471e-04
5.828326200000000495e-04	2.532157774788876764e-11	5.637560902472628973e-04
5.811158600000000283e-04	2.524095440240028418e-11	5.566374448853592550e-04
5.793991299999999957e-04	2.523921964149228762e-11	5.570558540171081019e-04
5.776824100000000316e-04	2.512132966639265154e-11	5.554335290030807401e-04
5.759656400000000504e-04	2.503792045611692456e-11	5.567155676464926890e-04
5.742489199999999778e-04	2.493110339375085586e-11	5.590654084581601728e-04
5.725321900000000536e-04	2.483049868168530694e-11	5.621345880021542864e-04
5.708154300000000325e-04	2.478669912345843189e-11	5.533646028009115998e-04
5.690986999999999999e-04	2.476151426901944824e-11	5.621264254298903498e-04
5.673819799999999273e-04	2.470598881637715421e-11	5.599274005496569133e-04
5.656652200000000146e-04	2.458582338295458183e-11	5.552130520082715348e-04
5.639484899999999820e-04	2.448484134636631237e-11	5.568374447604573264e-04
5.622317599999999494e-04	2.445459485658648205e-11	5.574847001143018368e-04
5.605149999999999282e-04	2.437738103444812508e-11	5.608177215461758024e-04
5.587982799999999641e-04	2.426831744331138876e-11	5.582558384851977378e-04
5.570815500000000399e-04	2.415692835395723811e-11	5.644564804412837257e-04
5.553647900000000187e-04	2.411623214580713553e-11	5.564978547823530618e-04
5.536480599999999861e-04	2.410436056935508405e-11	5.593855872425178765e-04
