1.903710021902869790e-03	1.509513485356712902e-06	7.272867405008182859e-06	1.803684144775723804e-03	1.797751101554754483e+00
1.307629106052590143e-03	1.404960312258711731e-06	6.168327085541187753e-06	1.004469924445845416e-03	8.317284744133809360e-01
1.229670715238645635e-03	1.375494913038177335e-06	6.045322791020704600e-06	9.477685520331664490e-04	7.826146920787601102e-01
1.082761138269339564e-03	1.127685686186520231e-06	5.003996448534457144e-06	8.563693074323632578e-04	6.947792139368129671e-01
1.289062471990740219e-03	1.389653992182940040e-06	6.270230139880547367e-06	1.064926830540218307e-03	8.352615911283306493e-01
1.135527559988451767e-03	1.245456058780845188e-06	5.698371602738596265e-06	9.696500138570148886e-04	7.403868657348201543e-01
1.173100873232850883e-03	1.252071567146395597e-06	5.860755332847419227e-06	1.052172471197895028e-03	7.686233751149402771e-01
1.178019286243418492e-03	1.380411948203288208e-06	6.524533759370242465e-06	1.076928782583708773e-03	7.718259489290578701e-01
1.147314742680008827e-03	1.324626726343070743e-06	6.309900920625162286e-06	1.064264719322278487e-03	7.509538479993974613e-01
1.185000708492900921e-03	1.486490723338536193e-06	7.091653776070909618e-06	1.102039474315474454e-03	7.756294787548054792e-01
1.194290697441260322e-03	1.391443093146916456e-06	6.691958498740415700e-06	1.126534510753282982e-03	7.801489833341179736e-01
1.281405770543988642e-03	1.601358551901822134e-06	8.123455261296079141e-06	1.301618070215111332e-03	8.117978898265583165e-01
1.328435109207130741e-03	1.819621915185680735e-06	9.430027245413063209e-06	1.377936415255968895e-03	8.248604260687397716e-01
1.551610261200352071e-03	2.129177795436515366e-06	1.175947326969097659e-05	1.675346116184655079e-03	8.846756018308240543e-01
1.770485323030229329e-03	2.271527431383041279e-06	1.314963585019666378e-05	1.935157115705266615e-03	9.325444188150788793e-01
1.863377613865936644e-03	2.749194993433455793e-06	1.605571385313961266e-05	2.038986534711146898e-03	9.657874252953936312e-01
2.940124140012111836e-03	3.064332668868035931e-06	2.104931225709556829e-05	3.177341823013447517e-03	1.089580020896917967e+00
5.129245799863705810e-03	4.960728235412898739e-06	3.519215187382572854e-05	5.515354538737436696e-03	1.755605896590285875e+00
3.308828197464997681e-03	3.468974585533121454e-06	2.411925833834512855e-05	3.569203673313682545e-03	1.184271769865108626e+00
3.048803518116265706e-03	5.166271831279715666e-06	3.377928788413812818e-05	3.324799791407546945e-03	1.244279991495101267e+00
2.710638574777594033e-03	4.074467951283335923e-06	2.579720957909117316e-05	2.967238176486333440e-03	1.184355639366435398e+00
3.866931161351866431e-03	4.789774508559022828e-06	3.297102110790456803e-05	4.179988996236435293e-03	1.413742635392172708e+00
3.639563304855563276e-03	4.839969502088072733e-06	3.307853410322189288e-05	3.939051965749770789e-03	1.351559649859659817e+00
