1.255670401840679185e-01	4.921989343347350043e-06	1.661338344011155333e-04	8.795226085510226000e-01	-7.862775687723577711e+00
1.170039676921469790e-01	-1.431386616721373697e-05	1.742330224337306649e-04	8.950344585005221010e-01	-6.813704966779013716e+00
1.127872778607680593e-01	-7.124362516097013124e-06	1.750070818429558879e-04	8.884252681461889400e-01	-7.949719449654510939e+00
1.241040734772802800e-01	1.051033354109961912e-05	1.811552554478500568e-04	8.815630559082057172e-01	-3.166173321493224613e+00
1.251111949829698533e-01	1.839457323545370857e-06	1.926816328507446484e-04	8.781710431129777783e-01	4.976633362600710875e-01
1.267945017792025675e-01	6.058786843805235407e-06	2.023292354734405581e-04	8.762241704005613308e-01	-1.410706218745625629e+00
1.361772629904484111e-01	8.746842964218570337e-06	2.186357665451049888e-04	8.705114500293066326e-01	-1.379928362994070623e+00
1.261214926921141177e-01	8.335027343478022629e-06	2.258232704690420428e-04	8.776634288296676356e-01	-2.617170996752345768e+00
1.296352377713839432e-01	6.590678998471088918e-06	2.317430617021706287e-04	8.740229389278986183e-01	-1.937667087132459054e+00
1.195385734313792331e-01	8.987825170404142484e-06	2.328161565304848104e-04	8.877306084459976043e-01	-4.552712169574499868e+00
1.302602004570347360e-01	6.963373819387020477e-06	2.390178520694377173e-04	8.754242183531357746e-01	-3.711993994895246729e+00
1.282761723703143286e-01	7.144876060919195032e-06	2.816441383965785964e-04	8.746304258947009691e-01	-8.741179230135850631e+00
1.183469247214254394e-01	1.154187463531015634e-05	2.995654356017236463e-04	8.854894828732114975e-01	-4.962255562380770257e+00
1.191336989565928289e-01	1.133303877997607664e-05	3.569945525855831034e-04	8.835606648220557524e-01	-7.038208231278487936e+00
1.255095183409024873e-01	1.547733419781255224e-05	4.026787190961714528e-04	8.765762792932164649e-01	-9.855015905404972187e+00
1.086874941015298635e-01	1.597726044177512014e-05	4.116239358947008887e-04	8.968593801807948074e-01	-9.361835594190813126e+00
1.368343128115628859e-01	1.485135535871068930e-05	5.956931281485693423e-04	8.627135003254443602e-01	-6.764260871424597532e+00
1.448169471438899014e-01	9.791893179531793688e-06	6.406047183039884681e-04	8.575668739796856732e-01	-1.743024883642524836e+00
1.357860633671104378e-01	1.526064134187266161e-05	6.151566291461463710e-04	8.654593309193779893e-01	-5.713326693030919223e+00
8.858456459436071795e-02	4.693239761835779205e-06	5.395425035816502892e-04	9.141781267812906231e-01	1.535650110013677405e-01
1.023711951486225430e-01	-7.917602864717232373e-06	5.022729080533640603e-04	9.004910495157901762e-01	-2.784422462255071729e+00
1.159883685573920853e-01	-1.224868232468994050e-05	6.023194799919398892e-04	8.856143728895570222e-01	-7.662628133380718687e+00
1.086854002206379538e-01	-1.259834611226002273e-05	5.933222601125929998e-04	8.955260893036951497e-01	-4.520348535594889139e-01
